Platform,Party,Bioguide ID,Number of Active Accounts,Max Total Followers,Start of Term,End of Term,First Post,Last Post,Total Posts,Average Post Favorites/Reactions,Average Post Retweets/Shares
facebook,R,A000055,1,22404.0,2019-01-01,,2019-01-18,2020-05-29,325.0,108,35
facebook,R,A000360,2,57405.0,2019-01-01,,2019-01-02,2020-05-31,677.0,177,23
facebook,(R),A000367,2,140238.0,2019-01-01,,2019-01-01,2020-05-16,57.0,2197,495
facebook,R,A000369,1,9376.0,2019-01-01,,2019-01-04,2020-05-18,89.0,118,18
facebook,D,A000370,2,19146.0,2019-01-01,,2019-01-01,2020-05-30,612.0,54,10
facebook,D,A000371,2,11086.0,2019-01-01,,2019-01-02,2020-05-29,317.0,137,15
facebook,R,A000372,2,147433.0,2019-01-01,,2019-01-01,2020-05-28,673.0,76,14
facebook,R,A000374,2,69133.0,2019-01-01,,2019-01-01,2020-05-30,1347.0,503,180
facebook,R,A000375,2,45163.0,2019-01-01,,2019-01-04,2020-05-29,568.0,148,26
facebook,D,A000376,2,21259.0,2019-01-01,,2019-01-01,2020-05-31,1409.0,102,9
facebook,R,A000377,2,8721.0,2019-01-01,,2019-01-02,2020-05-29,954.0,92,11
facebook,D,A000378,2,8354.0,2019-01-01,,2019-01-02,2020-05-30,1047.0,63,7
facebook,D,B000490,2,12601.0,2019-01-01,,2019-01-01,2020-05-29,264.0,72,17
facebook,D,B000574,1,51637.0,2019-01-01,,2019-01-02,2020-05-31,408.0,318,30
facebook,R,B000575,2,64427.0,2019-01-01,,2019-01-01,2020-05-27,584.0,198,22
facebook,R,B000755,2,35325.0,2019-01-01,,2019-01-01,2020-05-30,1651.0,48,15
facebook,D,B000944,2,227783.0,2019-01-01,,2019-01-01,2020-05-29,645.0,1016,440
facebook,R,B001135,1,27914.0,2019-01-01,,2019-01-01,2020-04-21,83.0,491,49
facebook,D,B001230,2,170627.0,2019-01-01,,2019-01-01,2020-05-29,602.0,438,54
facebook,R,B001236,2,40983.0,2019-01-01,,2019-01-01,2020-05-28,699.0,96,15
facebook,R,B001243,2,147926.0,2019-01-01,,2019-01-02,2020-05-31,1679.0,635,96
facebook,R,B001248,1,8328.0,2019-01-01,,2019-01-01,2020-05-29,378.0,120,15
facebook,R,B001250,1,6687.0,2019-01-01,,2019-01-05,2020-05-29,87.0,115,12
facebook,D,B001251,1,10568.0,2019-01-01,,2019-01-01,2020-05-29,279.0,80,19
facebook,R,B001257,2,77654.0,2019-01-01,,2019-01-01,2020-05-31,1527.0,82,45
facebook,R,B001260,2,56647.0,2019-01-01,,2019-01-02,2020-05-29,370.0,302,55
facebook,R,B001261,2,35115.0,2019-01-01,,2019-01-03,2020-05-29,359.0,177,26
facebook,D,B001267,2,163858.0,2019-01-01,,2019-01-01,2020-05-30,1751.0,448,84
facebook,D,B001270,2,53144.0,2019-01-01,,2019-01-01,2020-05-31,875.0,85,26
facebook,R,B001274,2,52824.0,2019-01-01,,2019-01-02,2020-05-29,533.0,231,74
facebook,R,B001275,2,28665.0,2019-01-01,,2019-01-01,2020-05-30,592.0,69,12
facebook,D,B001277,2,79667.0,2019-01-01,,2019-01-01,2020-05-29,325.0,265,30
facebook,D,B001278,2,23675.0,2019-01-01,,2019-01-01,2020-05-30,679.0,88,8
facebook,D,B001281,2,45552.0,2019-01-01,,2019-01-01,2020-05-31,1095.0,196,39
facebook,R,B001282,2,49197.0,2019-01-01,,2019-01-04,2020-05-31,686.0,129,31
facebook,R,B001284,2,40397.0,2019-01-01,,2019-01-07,2020-05-30,376.0,68,8
facebook,D,B001285,2,21126.0,2019-01-01,,2019-01-01,2020-05-29,1191.0,84,10
facebook,D,B001286,2,52066.0,2019-01-01,,2019-01-01,2020-05-30,1491.0,104,14
facebook,D,B001287,2,32702.0,2019-01-01,,2019-01-01,2020-05-29,401.0,82,7
facebook,D,B001288,2,2334224.0,2019-01-01,,2019-01-02,2020-05-31,1505.0,1424,155
facebook,R,B001289,2,47325.0,2019-01-01,,2019-01-01,2020-05-30,2930.0,178,55
facebook,R,B001291,2,66355.0,2019-01-01,,2019-01-01,2020-05-31,1159.0,194,55
facebook,D,B001292,2,39886.0,2019-01-01,,2019-01-01,2020-05-30,1408.0,235,54
facebook,R,B001295,2,38210.0,2019-01-01,,2019-01-01,2020-05-31,905.0,251,40
facebook,D,B001296,2,14727.0,2019-01-01,,2019-01-01,2020-05-28,585.0,99,10
facebook,R,B001297,2,32008.0,2019-01-01,,2019-01-04,2020-05-27,434.0,138,24
facebook,R,B001298,2,12780.0,2019-01-01,,2019-01-02,2020-05-31,2166.0,82,6
facebook,R,B001299,2,24402.0,2019-01-01,,2019-01-01,2020-05-31,1301.0,163,31
facebook,D,B001300,1,8331.0,2019-01-01,,2019-01-01,2020-05-31,896.0,93,13
facebook,R,B001301,2,21754.0,2019-01-01,,2019-01-02,2020-05-29,638.0,255,36
facebook,R,B001302,2,33819.0,2019-01-01,,2019-01-01,2020-05-31,1741.0,257,52
facebook,D,B001303,2,23097.0,2019-01-01,,2019-01-01,2020-05-31,321.0,179,29
facebook,D,B001304,2,46131.0,2019-01-01,,2019-01-01,2020-05-31,547.0,94,21
facebook,R,B001305,2,34349.0,2019-01-01,,2019-01-01,2020-05-30,1174.0,174,26
facebook,R,B001306,2,4445.0,2019-01-01,,2019-01-04,2020-05-31,402.0,42,4
facebook,R,B001307,2,7352.0,2019-01-01,,2019-01-04,2020-05-30,420.0,41,5
facebook,D,B001308,2,28763.0,2019-01-01,,2019-01-01,2020-05-31,1753.0,114,11
facebook,R,B001309,2,15492.0,2019-01-01,,2019-01-03,2020-05-31,483.0,215,31
facebook,R,B001310,2,67710.0,2019-01-01,,2019-01-03,2020-05-28,634.0,468,53
facebook,R,B001311,1,10618.0,2019-09-17,,2019-09-18,2020-05-30,57.0,372,113
facebook,R,C000059,2,23929.0,2019-01-01,,2019-01-01,2020-05-31,201.0,253,54
facebook,D,C000127,1,55448.0,2019-01-01,,2019-01-03,2020-05-31,398.0,425,49
facebook,D,C000141,2,37221.0,2019-01-01,,2019-01-03,2020-05-28,366.0,231,30
facebook,D,C000174,2,20215.0,2019-01-01,,2019-01-04,2020-05-31,477.0,105,11
facebook,R,C000266,2,14852.0,2019-01-01,,2019-01-01,2020-05-30,507.0,76,6
facebook,D,C000537,2,50538.0,2019-01-01,,2019-01-04,2020-05-30,660.0,117,25
facebook,D,C000754,2,20323.0,2019-01-01,,2019-01-03,2020-05-29,495.0,97,16
facebook,R,C000880,2,14294.0,2019-01-01,,2019-01-01,2020-05-29,513.0,77,10
facebook,D,C000984,2,153157.0,2019-01-01,2019-10-16,2019-01-01,2019-10-03,178.0,772,83
facebook,R,C001035,2,106603.0,2019-01-01,,2019-01-02,2020-05-31,1033.0,199,19
facebook,R,C001047,2,72825.0,2019-01-01,,2019-01-02,2020-05-31,1752.0,129,21
facebook,D,C001049,1,3183.0,2019-01-01,,2019-01-02,2020-05-30,367.0,77,15
facebook,R,C001051,2,43204.0,2019-01-01,,2019-01-01,2020-05-31,1095.0,62,14
facebook,R,C001053,2,27766.0,2019-01-01,,2019-01-10,2020-05-30,469.0,65,13
facebook,D,C001055,1,1287.0,2019-01-01,,2019-01-05,2020-05-30,661.0,23,2
facebook,R,C001056,2,524629.0,2019-01-01,,2019-01-01,2020-05-31,1359.0,442,71
facebook,D,C001059,2,7078.0,2019-01-01,,2019-01-02,2020-05-31,822.0,58,9
facebook,D,C001061,2,31789.0,2019-01-01,,2019-01-03,2020-05-26,340.0,173,26
facebook,R,C001062,2,12611.0,2019-01-01,,2019-01-01,2020-05-31,740.0,56,9
facebook,D,C001063,2,25214.0,2019-01-01,,2019-01-03,2020-05-31,1053.0,50,6
facebook,D,C001066,2,16765.0,2019-01-01,,2019-01-01,2020-05-31,965.0,55,7
facebook,D,C001067,2,21542.0,2019-01-01,,2019-01-01,2020-05-31,645.0,20,4
facebook,D,C001068,2,31110.0,2019-01-01,,2019-01-01,2020-05-30,991.0,113,16
facebook,D,C001069,2,25444.0,2019-01-01,,2019-01-01,2020-05-29,811.0,80,25
facebook,D,C001070,2,110423.0,2019-01-01,,2019-01-03,2020-05-31,456.0,826,104
facebook,D,C001072,2,29115.0,2019-01-01,,2019-01-01,2020-05-30,406.0,152,20
facebook,R,C001075,2,116591.0,2019-01-01,,2019-01-01,2020-05-31,1950.0,216,37
facebook,D,C001078,2,19085.0,2019-01-01,,2019-01-02,2020-05-28,241.0,84,11
facebook,D,C001080,2,22021.0,2019-01-01,,2019-01-02,2020-05-29,358.0,108,27
facebook,D,C001084,2,26545.0,2019-01-01,,2019-01-01,2020-05-31,839.0,217,50
facebook,D,C001088,2,64541.0,2019-01-01,,2019-01-02,2020-05-31,1445.0,275,46
facebook,D,C001090,2,23172.0,2019-01-01,,2019-01-01,2020-05-29,704.0,137,17
facebook,D,C001091,2,213538.0,2019-01-01,,2019-01-03,2020-05-31,751.0,292,43
facebook,R,C001092,1,12421.0,2019-01-01,2019-09-30,2019-01-01,2019-09-10,121.0,55,4
facebook,R,C001093,2,141166.0,2019-01-01,,2019-01-01,2020-05-31,1437.0,842,182
facebook,R,C001094,2,12023.0,2019-01-01,,2019-01-09,2020-05-28,151.0,180,35
facebook,R,C001095,2,399786.0,2019-01-01,,2019-01-11,2020-05-30,443.0,892,312
facebook,R,C001096,2,27596.0,2019-01-01,,2019-01-04,2020-05-31,1048.0,103,11
facebook,D,C001097,2,20794.0,2019-01-01,,2019-01-03,2020-05-31,616.0,37,5
facebook,R,C001098,2,3232172.0,2019-01-01,,2019-01-01,2020-05-31,2743.0,2451,569
facebook,D,C001101,2,37787.0,2019-01-01,,2019-01-01,2020-05-30,733.0,111,14
facebook,R,C001103,2,38948.0,2019-01-01,,2019-01-02,2020-05-29,469.0,153,24
facebook,R,C001108,2,38534.0,2019-01-01,,2019-01-08,2020-05-31,669.0,109,16
facebook,R,C001109,2,31556.0,2019-01-01,,2019-01-04,2020-05-28,419.0,356,163
facebook,D,C001110,2,17714.0,2019-01-01,,2019-01-01,2020-05-30,809.0,60,9
facebook,D,C001111,2,109210.0,2019-01-01,,2019-01-01,2020-05-31,1021.0,177,30
facebook,D,C001112,2,23474.0,2019-01-01,,2019-01-01,2020-05-31,919.0,117,9
facebook,D,C001113,2,45528.0,2019-01-01,,2019-01-01,2020-05-30,981.0,127,16
facebook,R,C001114,2,11838.0,2019-01-01,,2019-01-01,2020-05-29,715.0,48,4
facebook,R,C001115,2,13782.0,2019-01-01,,2019-01-09,2020-05-31,555.0,200,33
facebook,D,C001117,2,22454.0,2019-01-01,,2019-01-01,2020-05-31,1042.0,123,13
facebook,R,C001118,2,18895.0,2019-01-01,,2019-01-03,2020-05-31,839.0,162,88
facebook,D,C001119,2,17382.0,2019-01-01,,2019-01-01,2020-05-31,846.0,100,8
facebook,R,C001120,2,744347.0,2019-01-01,,2019-01-01,2020-05-30,1114.0,4112,1494
facebook,D,C001121,2,13194.0,2019-01-01,,2019-01-01,2020-05-30,1343.0,108,8
facebook,D,C001122,2,33898.0,2019-01-01,,2019-01-01,2020-05-29,1139.0,202,18
facebook,D,C001123,2,14244.0,2019-01-01,,2019-01-01,2020-05-31,1331.0,46,6
facebook,D,C001124,2,4469.0,2019-01-01,,2019-01-02,2020-05-31,1196.0,29,4
facebook,D,D000096,1,4409.0,2019-01-01,,2019-01-04,2020-05-15,73.0,35,6
facebook,D,D000191,2,45930.0,2019-01-01,,2019-01-03,2020-05-29,529.0,383,64
facebook,D,D000197,2,24713.0,2019-01-01,,2019-01-02,2020-05-31,975.0,134,19
facebook,D,D000216,2,31258.0,2019-01-01,,2019-01-03,2020-05-29,381.0,85,12
facebook,D,D000399,2,47971.0,2019-01-01,,2019-01-01,2020-05-31,2226.0,145,27
facebook,D,D000482,2,10187.0,2019-01-01,,2019-01-04,2020-05-31,688.0,103,14
facebook,D,D000563,2,152972.0,2019-01-01,,2019-01-01,2020-05-31,925.0,457,60
facebook,D,D000598,1,11122.0,2019-01-01,,2019-01-03,2020-05-31,416.0,89,13
facebook,R,D000600,2,31594.0,2019-01-01,,2019-01-01,2020-05-28,530.0,35,8
facebook,D,D000610,2,34485.0,2019-01-01,,2019-01-04,2020-05-30,279.0,131,20
facebook,R,D000614,2,55172.0,2019-01-01,2019-09-22,2019-01-01,2019-09-20,585.0,219,109
facebook,R,D000615,1,38432.0,2019-01-01,,2019-01-01,2020-05-29,993.0,213,57
facebook,R,D000616,2,67125.0,2019-01-01,,2019-01-01,2020-05-31,426.0,193,57
facebook,D,D000617,2,41148.0,2019-01-01,,2019-01-01,2020-05-30,1342.0,109,13
facebook,R,D000618,2,31914.0,2019-01-01,,2019-01-01,2020-05-30,736.0,241,20
facebook,R,D000619,2,34451.0,2019-01-01,,2019-01-01,2020-05-29,812.0,81,11
facebook,D,D000622,2,287905.0,2019-01-01,,2019-01-01,2020-05-31,1087.0,763,115
facebook,D,D000623,2,19318.0,2019-01-01,,2019-01-01,2020-05-30,1835.0,84,11
facebook,D,D000624,2,50486.0,2019-01-01,,2019-01-01,2020-05-31,1564.0,201,26
facebook,R,D000626,2,21712.0,2019-01-01,,2019-01-01,2020-05-31,655.0,134,29
facebook,D,D000627,2,35368.0,2019-01-01,,2019-01-01,2020-05-31,624.0,211,32
facebook,R,D000628,2,27267.0,2019-01-01,,2019-01-01,2020-05-30,500.0,160,36
facebook,D,D000629,2,38532.0,2019-01-01,,2019-01-02,2020-05-29,881.0,273,24
facebook,D,D000630,2,19462.0,2019-01-01,,2019-01-01,2020-05-30,3528.0,77,8
facebook,D,D000631,2,7880.0,2019-01-01,,2019-01-01,2020-05-29,1081.0,106,12
facebook,D,E000179,2,59112.0,2019-01-01,,2019-01-02,2020-05-31,426.0,109,5
facebook,D,E000215,2,13041.0,2019-01-01,,2019-01-16,2020-05-30,194.0,57,6
facebook,R,E000285,1,13005.0,2019-01-01,,2019-01-07,2020-05-30,313.0,81,13
facebook,R,E000294,2,19956.0,2019-01-01,,2019-01-02,2020-05-31,363.0,93,5
facebook,R,E000295,2,84784.0,2019-01-01,,2019-01-01,2020-05-31,2475.0,236,28
facebook,D,E000296,2,14761.0,2019-01-01,,2019-01-01,2020-05-31,1380.0,73,44
facebook,D,E000297,1,5348.0,2019-01-01,,2019-01-01,2020-05-31,1910.0,43,11
facebook,R,E000298,2,11381.0,2019-01-01,,2019-01-01,2020-05-28,566.0,182,33
facebook,D,E000299,2,15590.0,2019-01-01,,2019-01-07,2020-05-31,1354.0,101,15
facebook,D,F000062,1,155269.0,2019-01-01,,2019-01-09,2020-05-29,86.0,1645,208
facebook,R,F000449,1,12809.0,2019-01-01,,2019-01-03,2020-05-30,502.0,63,9
facebook,R,F000450,2,24184.0,2019-01-01,,2019-01-01,2020-05-30,364.0,134,14
facebook,D,F000454,2,14198.0,2019-01-01,,2019-01-03,2020-05-29,669.0,117,16
facebook,D,F000455,2,50826.0,2019-01-01,,2019-01-01,2020-05-30,1383.0,44,13
facebook,R,F000459,2,14215.0,2019-01-01,,2019-01-01,2020-05-31,883.0,109,12
facebook,R,F000461,2,23316.0,2019-01-01,,2019-01-01,2020-05-30,776.0,32,7
facebook,D,F000462,2,34874.0,2019-01-01,,2019-01-01,2020-05-29,601.0,73,10
facebook,R,F000463,2,27396.0,2019-01-01,,2019-01-01,2020-05-31,261.0,179,22
facebook,R,F000465,2,44248.0,2019-01-01,,2019-01-03,2020-05-29,343.0,83,13
facebook,R,F000466,2,23838.0,2019-01-01,,2019-01-01,2020-05-31,1259.0,103,10
facebook,D,F000467,2,13979.0,2019-01-01,,2019-01-05,2020-05-30,574.0,165,12
facebook,D,F000468,2,8485.0,2019-01-01,,2019-01-14,2020-05-31,1159.0,58,3
facebook,R,F000469,2,15203.0,2019-01-01,,2019-01-04,2020-05-30,520.0,59,11
facebook,R,G000061,1,11360.0,2020-05-19,,2020-05-19,2020-05-30,20.0,696,35
facebook,R,G000359,1,293323.0,2019-01-01,,2019-01-03,2020-05-30,484.0,2734,317
facebook,R,G000377,1,11861.0,2019-01-01,,2019-01-09,2020-05-30,414.0,59,12
facebook,R,G000386,2,58012.0,2019-01-01,,2019-01-02,2020-05-31,757.0,209,33
facebook,R,G000546,2,55204.0,2019-01-01,,2019-01-03,2020-05-29,1074.0,480,238
facebook,D,G000551,2,53136.0,2019-01-01,,2019-01-02,2020-05-29,612.0,119,53
facebook,R,G000552,2,82902.0,2019-01-01,,2019-01-03,2020-05-30,511.0,462,141
facebook,D,G000553,2,21007.0,2019-01-01,,2019-01-01,2020-05-31,408.0,109,11
facebook,D,G000555,2,405931.0,2019-01-01,,2019-01-03,2020-05-31,1131.0,622,77
facebook,R,G000558,2,25348.0,2019-01-01,,2019-01-04,2020-05-28,544.0,94,13
facebook,D,G000559,2,39034.0,2019-01-01,,2019-01-01,2020-05-29,944.0,98,15
facebook,R,G000560,2,122982.0,2019-01-01,,2019-01-01,2020-05-30,385.0,52,8
facebook,R,G000562,2,62041.0,2019-01-01,,2019-01-01,2020-05-30,835.0,265,22
facebook,R,G000563,2,12939.0,2019-01-01,,2019-01-03,2020-05-28,331.0,132,37
facebook,R,G000565,2,31033.0,2019-01-01,,2019-01-03,2020-05-29,707.0,193,54
facebook,R,G000568,2,20060.0,2019-01-01,,2019-01-07,2020-05-31,517.0,128,18
facebook,D,G000571,2,639391.0,2019-01-01,,2019-01-01,2020-05-29,1525.0,2494,561
facebook,D,G000574,2,35795.0,2019-01-01,,2019-01-04,2020-05-29,433.0,79,17
facebook,R,G000576,2,14520.0,2019-01-01,,2019-01-02,2020-05-29,1271.0,105,16
facebook,R,G000577,2,55162.0,2019-01-01,,2019-01-01,2020-05-29,1087.0,72,19
facebook,R,G000578,2,190082.0,2019-01-01,,2019-01-02,2020-05-31,1771.0,1218,455
facebook,R,G000579,2,11307.0,2019-01-01,,2019-01-01,2020-05-29,415.0,139,20
facebook,D,G000581,2,22882.0,2019-01-01,,2019-01-01,2020-05-31,850.0,122,22
facebook,D,G000583,2,26657.0,2019-01-01,,2019-01-01,2020-05-31,1989.0,38,3
facebook,R,G000584,2,39218.0,2019-01-01,,2019-01-01,2020-05-31,772.0,175,27
facebook,D,G000585,2,13793.0,2019-01-01,,2019-01-01,2020-05-31,1794.0,79,18
facebook,D,G000586,2,36644.0,2019-01-01,,2019-01-02,2020-05-31,1255.0,64,11
facebook,D,G000587,2,16832.0,2019-01-01,,2019-01-03,2020-05-31,542.0,39,6
facebook,R,G000588,2,6916.0,2019-01-01,,2019-01-03,2020-05-30,611.0,66,8
facebook,R,G000589,2,19069.0,2019-01-01,,2019-01-01,2020-05-30,553.0,246,31
facebook,R,G000590,2,93679.0,2019-01-01,,2019-01-01,2020-05-31,1385.0,298,80
facebook,R,G000591,2,14865.0,2019-01-01,,2019-01-01,2020-05-30,774.0,135,11
facebook,D,G000592,2,15585.0,2019-01-01,,2019-01-04,2020-05-30,503.0,140,20
facebook,D,H000324,2,41715.0,2019-01-01,,2019-01-01,2020-05-31,903.0,23,6
facebook,D,H000874,2,121486.0,2019-01-01,,2019-01-01,2020-05-31,1827.0,254,58
facebook,D,H001038,2,11777.0,2019-01-01,,2019-01-04,2020-05-29,268.0,73,11
facebook,D,H001042,1,23311.0,2019-01-01,,2019-01-03,2020-05-29,438.0,293,39
facebook,D,H001046,2,63527.0,2019-01-01,,2019-01-02,2020-05-30,752.0,309,42
facebook,D,H001047,2,37238.0,2019-01-01,,2019-01-01,2020-05-31,1429.0,122,25
facebook,R,H001048,2,34299.0,2019-01-01,2020-01-12,2019-01-03,2020-01-10,263.0,175,26
facebook,R,H001052,2,20815.0,2019-01-01,,2019-01-02,2020-05-30,714.0,140,27
facebook,R,H001053,2,23988.0,2019-01-01,,2019-01-01,2020-05-30,657.0,188,21
facebook,R,H001056,2,41364.0,2019-01-01,,2019-01-01,2020-05-28,688.0,170,18
facebook,R,H001058,2,23196.0,2019-01-01,,2019-01-01,2020-05-31,1068.0,271,66
facebook,R,H001061,2,24058.0,2019-01-01,,2019-01-05,2020-05-28,498.0,63,5
facebook,D,H001064,2,35841.0,2019-01-01,,2019-01-04,2020-05-30,204.0,163,18
facebook,R,H001065,2,39315.0,2019-01-01,,2019-01-01,2020-04-21,114.0,100,24
facebook,D,H001066,2,18240.0,2019-01-01,,2019-01-03,2020-05-30,1161.0,37,5
facebook,R,H001067,2,45081.0,2019-01-01,,2019-01-01,2020-05-29,930.0,113,24
facebook,D,H001068,2,25644.0,2019-01-01,,2019-01-02,2020-05-31,1363.0,137,23
facebook,R,H001071,2,93000.0,2019-01-01,,2019-01-01,2020-05-30,590.0,301,70
facebook,R,H001072,2,19266.0,2019-01-01,,2019-01-03,2020-05-31,1018.0,103,14
facebook,R,H001073,2,66893.0,2019-01-01,,2019-01-01,2020-05-31,1335.0,98,16
facebook,R,H001074,2,30296.0,2019-01-01,,2019-01-08,2020-05-28,445.0,69,7
facebook,D,H001075,3,1964929.0,2019-01-01,,2019-01-01,2020-05-31,3739.0,2534,354
facebook,D,H001076,2,45434.0,2019-01-01,,2019-01-02,2020-05-30,1307.0,76,6
facebook,R,H001077,2,305988.0,2019-01-01,,2019-01-03,2020-05-31,462.0,1026,555
facebook,R,H001079,2,39341.0,2019-01-01,,2019-01-10,2020-05-31,1377.0,99,17
facebook,D,H001080,2,64540.0,2019-01-01,,2019-01-01,2020-05-31,1887.0,268,81
facebook,D,H001081,2,20864.0,2019-01-01,,2019-01-01,2020-05-31,1457.0,66,8
facebook,R,H001082,2,29188.0,2019-01-01,,2019-01-02,2020-05-31,780.0,238,47
facebook,D,H001083,2,19399.0,2019-01-01,,2019-01-02,2020-05-31,682.0,194,18
facebook,D,H001085,2,10613.0,2019-01-01,,2019-01-01,2020-05-29,736.0,102,14
facebook,D,H001087,2,22220.0,2019-01-01,2019-11-02,2019-01-01,2019-10-31,899.0,192,15
facebook,R,H001088,2,6565.0,2019-01-01,,2019-01-03,2020-05-31,1117.0,84,21
facebook,R,H001089,2,52934.0,2019-01-01,,2019-01-15,2020-05-29,533.0,481,141
facebook,D,H001090,2,19335.0,2019-01-01,,2019-01-03,2020-05-31,1762.0,168,19
facebook,R,I000024,2,74767.0,2019-01-01,,2019-01-02,2020-05-30,1016.0,321,43
facebook,R,I000055,1,160550.0,2019-01-01,2019-12-30,2019-03-12,2019-05-26,4.0,658,74
facebook,D,J000032,2,47673.0,2019-01-01,,2019-01-04,2020-05-31,399.0,65,11
facebook,D,J000126,1,14646.0,2019-01-01,,2019-01-03,2020-05-26,124.0,31,5
facebook,R,J000255,2,16479.0,2019-01-01,2019-02-09,2019-01-01,2019-02-06,9.0,107,17
facebook,D,J000288,2,19803.0,2019-01-01,,2019-01-02,2020-05-31,788.0,22,7
facebook,R,J000289,1,234113.0,2019-01-01,,2019-01-09,2020-05-29,432.0,4770,1332
facebook,R,J000292,2,55364.0,2019-01-01,,2019-01-01,2020-05-31,630.0,255,54
facebook,R,J000293,1,30679.0,2019-01-01,,2019-01-01,2020-05-29,302.0,445,52
facebook,D,J000294,2,63581.0,2019-01-01,,2019-01-01,2020-05-31,809.0,409,80
facebook,R,J000295,2,28612.0,2019-01-01,,2019-01-01,2020-05-31,630.0,60,9
facebook,D,J000298,2,65805.0,2019-01-01,,2019-01-01,2020-05-31,1672.0,144,24
facebook,R,J000299,2,51720.0,2019-01-01,,2019-01-03,2020-05-31,1295.0,299,92
facebook,D,J000300,2,111620.0,2019-01-01,,2019-01-04,2020-05-30,1029.0,452,55
facebook,R,J000301,2,15565.0,2019-01-01,,2019-01-01,2020-05-30,627.0,98,11
facebook,R,J000302,2,10067.0,2019-01-01,,2019-01-01,2020-05-30,808.0,182,25
facebook,D,K000009,2,34171.0,2019-01-01,,2019-01-03,2020-05-29,508.0,230,55
facebook,D,K000188,2,40093.0,2019-01-01,,2019-01-01,2020-05-31,774.0,105,15
facebook,R,K000210,2,58591.0,2019-01-01,,2019-01-02,2020-05-31,820.0,715,148
facebook,R,K000362,2,197156.0,2019-01-01,,2019-01-01,2020-05-31,2470.0,1389,2346
facebook,D,K000367,1,321596.0,2019-01-01,,2019-01-01,2020-05-29,1161.0,2456,204
facebook,D,K000368,2,62133.0,2019-01-01,,2019-01-02,2020-05-31,1372.0,56,9
facebook,D,K000375,2,10107.0,2019-01-01,,2019-01-01,2020-05-31,258.0,114,30
facebook,R,K000376,2,24745.0,2019-01-01,,2019-01-01,2020-05-31,377.0,164,23
facebook,R,K000378,2,63636.0,2019-01-01,,2019-01-01,2020-05-29,336.0,318,80
facebook,D,K000379,2,1656738.0,2019-01-01,,2019-01-02,2020-05-31,1320.0,8966,1374
facebook,D,K000380,2,116906.0,2019-01-01,,2019-01-02,2020-05-31,470.0,316,93
facebook,D,K000381,2,31114.0,2019-01-01,,2019-01-01,2020-05-31,1573.0,125,13
facebook,D,K000382,2,28089.0,2019-01-01,,2019-01-01,2020-05-30,1665.0,92,8
facebook,(D),K000383,1,40128.0,2019-01-01,,2019-01-03,2020-05-28,590.0,425,69
facebook,D,K000384,2,480998.0,2019-01-01,,2019-01-01,2020-05-31,918.0,1069,111
facebook,D,K000385,2,40101.0,2019-01-01,,2019-01-01,2020-05-31,1936.0,35,15
facebook,R,K000386,2,16039.0,2019-01-01,,2019-01-03,2020-05-31,760.0,115,8
facebook,R,K000388,2,13027.0,2019-01-01,,2019-01-01,2020-05-30,736.0,86,9
facebook,D,K000389,2,98918.0,2019-01-01,,2019-01-01,2020-05-31,3656.0,164,177
facebook,D,K000391,2,39558.0,2019-01-01,,2019-01-01,2020-05-31,2121.0,137,24
facebook,R,K000392,2,15794.0,2019-01-01,,2019-01-01,2020-05-30,906.0,152,20
facebook,R,K000393,2,79221.0,2019-01-01,,2019-01-01,2020-05-29,808.0,447,117
facebook,D,K000394,2,19979.0,2019-01-01,,2019-01-01,2020-05-31,872.0,139,14
facebook,R,K000395,2,15458.0,2019-06-03,,2019-06-05,2020-05-30,1074.0,120,25
facebook,D,L000174,1,38861.0,2019-01-01,,2019-01-04,2020-05-29,41.0,172,17
facebook,D,L000287,2,398617.0,2019-01-01,,2019-02-20,2020-05-30,31.0,2893,633
facebook,D,L000397,2,11976.0,2019-01-01,,2019-01-03,2020-05-22,274.0,103,16
facebook,D,L000480,2,40567.0,2019-01-01,,2019-01-01,2020-05-29,273.0,89,8
facebook,R,L000491,2,46467.0,2019-01-01,,2019-02-22,2020-05-30,476.0,84,15
facebook,D,L000551,2,110122.0,2019-01-01,,2019-01-01,2020-05-31,2824.0,176,38
facebook,D,L000557,2,15623.0,2019-01-01,,2019-01-01,2020-05-29,1118.0,48,9
facebook,D,L000559,2,10358.0,2019-01-01,,2019-01-01,2020-05-30,731.0,72,6
facebook,D,L000560,2,26764.0,2019-01-01,,2019-01-03,2020-05-30,1084.0,77,6
facebook,D,L000562,2,20607.0,2019-01-01,,2019-01-01,2020-05-29,542.0,88,8
facebook,D,L000563,2,7602.0,2019-01-01,,2019-01-01,2020-05-30,1180.0,44,4
facebook,R,L000564,2,9633.0,2019-01-01,,2019-01-06,2020-05-30,386.0,115,17
facebook,D,L000565,2,16225.0,2019-01-01,,2019-01-01,2020-05-27,269.0,79,18
facebook,R,L000566,2,15109.0,2019-01-01,,2019-01-01,2020-05-28,742.0,75,9
facebook,R,L000569,2,20302.0,2019-01-01,,2019-01-01,2020-05-29,385.0,127,22
facebook,D,L000570,2,44722.0,2019-01-01,,2019-01-02,2020-05-31,2085.0,98,16
facebook,R,L000575,2,136862.0,2019-01-01,,2019-01-03,2020-05-31,789.0,386,66
facebook,R,L000576,2,25803.0,2019-01-01,,2019-02-06,2020-04-06,59.0,232,33
facebook,R,L000577,2,401723.0,2019-01-01,,2019-01-03,2020-05-27,428.0,607,109
